collection_day,collection_month,collection_year,location_address,location_county,location_latitude,location_longitude,location_town,tick_id,tick_infection_tested,tick_infection,full_address,latitude,longitude
19,5,2020,,MERRIMACK,,,HOPKINTON,200591,YES,NO,"nan,HOPKINTON,MERRIMACK, USA",43.191595,-71.6748735
1,6,2020,,MERRIMACK,,,HOPKINTON,200670,YES,NO,"nan,HOPKINTON,MERRIMACK, USA",43.191595,-71.6748735
29,6,2020,,MERRIMACK,,,HOPKINTON,200742,YES,NO,"nan,HOPKINTON,MERRIMACK, USA",43.191595,-71.6748735
16,10,2020,,MERRIMACK,,,HOPKINTON,200201,YES,NO,"nan,HOPKINTON,MERRIMACK, USA",43.191595,-71.6748735
21,4,2020,,CARROLL,,,JACKSON,200462,YES,NO,"nan,JACKSON,CARROLL, USA",44.144276,-71.181107
4,6,2020,,CARROLL,,,JACKSON,200696,YES,NO,"nan,JACKSON,CARROLL, USA",44.144276,-71.181107
22,4,2020,,CHESHIRE,,,JAFFREY,200472,YES,NO,"nan,JAFFREY,CHESHIRE, USA",42.8149899,-72.0235305
6,5,2020,,CHESHIRE,,,JAFFREY,200533,YES,NO,"nan,JAFFREY,CHESHIRE, USA",42.8149899,-72.0235305
27,4,2020,,CHESHIRE,,,KEENE,200490,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
15,5,2020,,CHESHIRE,,,KEENE,200575,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
27,5,2020,,CHESHIRE,,,KEENE,200637,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
20,7,2020,,CHESHIRE,,,KEENE,200304,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
15,10,2020,,CHESHIRE,,,KEENE,200213,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
28,10,2020,,CHESHIRE,,,KEENE,200138,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
12,5,2020,,ROCKINGHAM,,,KINGSTON,200552,YES,NO,"nan,KINGSTON,ROCKINGHAM, USA",42.9364768,-71.0533918
9,10,2020,,ROCKINGHAM,,,KINGSTON,200225,YES,NO,"nan,KINGSTON,ROCKINGHAM, USA",42.9364768,-71.0533918
9,6,2020,,COOS,,,LANCASTER,200713,YES,NO,"nan,LANCASTER,COOS, USA",44.4778999,-71.5866177
1,7,2020,,COOS,,,LANCASTER,200326,YES,NO,"nan,LANCASTER,COOS, USA",44.4778999,-71.5866177
9,11,2020,,SULLIVAN,,,LANGDON,200082,YES,NO,"nan,LANGDON,SULLIVAN, USA",43.167126,-72.37999
10,4,2020,,GRAFTON,,,LEBANON,200410,YES,NO,"nan,LEBANON,GRAFTON, USA",43.63556,-72.29588
21,10,2020,,GRAFTON,,,LEBANON,200179,YES,NO,"nan,LEBANON,GRAFTON, USA",43.63556,-72.29588
26,10,2020,,GRAFTON,,,LEBANON,200158,YES,NO,"nan,LEBANON,GRAFTON, USA",43.63556,-72.29588
14,9,2020,,STRAFFORD,,,LEE,200254,YES,NO,"nan,LEE,STRAFFORD, USA",43.12354,-71.011505
23,10,2020,,STRAFFORD,,,LEE,200169,YES,NO,"nan,LEE,STRAFFORD, USA",43.12354,-71.011505
1,5,2020,,SULLIVAN,,,LEMPSTER,200512,YES,NO,"nan,LEMPSTER,SULLIVAN, USA",43.209986,-72.209684
25,11,2020,,HILLSBOROUGH,,,LITCHFIELD,200018,YES,NO,"nan,LITCHFIELD,HILLSBOROUGH, USA",42.8442536,-71.4797889
16,11,2020,,GRAFTON,,,LITTLETON,200056,YES,NO,"nan,LITTLETON,GRAFTON, USA",44.306154,-71.757793
24,4,2020,,ROCKINGHAM,,,LONDONDERRY,200485,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
30,4,2020,,ROCKINGHAM,,,LONDONDERRY,200505,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
19,5,2020,,ROCKINGHAM,,,LONDONDERRY,200588,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
2,6,2020,,ROCKINGHAM,,,LONDONDERRY,200672,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
5,6,2020,,ROCKINGHAM,,,LONDONDERRY,200704,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
24,6,2020,,ROCKINGHAM,,,LONDONDERRY,200725,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
19,11,2020,,ROCKINGHAM,,,LONDONDERRY,200034,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
5,8,2020,,GRAFTON,,,LYME,200279,YES,NO,"nan,LYME,GRAFTON, USA",43.828495,-72.092975
22,10,2020,,GRAFTON,,,LYME,200176,YES,NO,"nan,LYME,GRAFTON, USA",43.828495,-72.092975
24,7,2020,,HILLSBOROUGH,,,LYNDEBOROUGH,200298,YES,NO,"nan,LYNDEBOROUGH,HILLSBOROUGH, USA",42.9075843,-71.7664642
16,10,2020,,HILLSBOROUGH,,,LYNDEBOROUGH,200200,YES,NO,"nan,LYNDEBOROUGH,HILLSBOROUGH, USA",42.9075843,-71.7664642
20,10,2020,,STRAFFORD,,,MADBURY,200189,YES,NO,"nan,MADBURY,STRAFFORD, USA",43.16963,-70.924301
1,12,2020,,STRAFFORD,,,MADBURY,200008,YES,NO,"nan,MADBURY,STRAFFORD, USA",43.16963,-70.924301
7,5,2020,,HILLSBOROUGH,,,MANCHESTER,200540,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
22,6,2020,,HILLSBOROUGH,,,MANCHESTER,200720,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
31,7,2020,,CHESHIRE,,,MARLBOROUGH,200288,YES,NO,"nan,MARLBOROUGH,CHESHIRE, USA",42.9049995,-72.2092472
28,5,2020,,CHESHIRE,,,MARLOW,20200140,YES,NO,"nan,MARLOW,CHESHIRE, USA",43.1160964,-72.1975217
3,6,2020,,CHESHIRE,,,MARLOW,200682,YES,NO,"nan,MARLOW,CHESHIRE, USA",43.1160964,-72.1975217
25,3,2020,,HILLSBOROUGH,,,MASON,200359,YES,NO,"nan,MASON,HILLSBOROUGH, USA",42.712063,-71.7221649
21,4,2020,,HILLSBOROUGH,,,MASON,200464,YES,NO,"nan,MASON,HILLSBOROUGH, USA",42.712063,-71.7221649
3,6,2020,,BELKNAP,,,MEREDITH,200680,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
14,10,2020,,BELKNAP,,,MEREDITH,200220,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
15,10,2020,,BELKNAP,,,MEREDITH,200212,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
23,10,2020,,BELKNAP,,,MEREDITH,200168,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
29,10,2020,,BELKNAP,,,MEREDITH,200123,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
17,11,2020,,BELKNAP,,,MEREDITH,200052,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
20,3,2020,,HILLSBOROUGH,,,MERRIMACK,200350,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
14,4,2020,,HILLSBOROUGH,,,MERRIMACK,200426,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
1,5,2020,,HILLSBOROUGH,,,MERRIMACK,200509,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
8,5,2020,,HILLSBOROUGH,,,MERRIMACK,200545,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
15,5,2020,,HILLSBOROUGH,,,MERRIMACK,200577,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
20,5,2020,,HILLSBOROUGH,,,MERRIMACK,200605,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
27,5,2020,,HILLSBOROUGH,,,MERRIMACK,200636,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
28,5,2020,,HILLSBOROUGH,,,MERRIMACK,200642,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
30,5,2020,,HILLSBOROUGH,,,MERRIMACK,200662,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
8,7,2020,,HILLSBOROUGH,,,MERRIMACK,200314,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
8,7,2020,,HILLSBOROUGH,,,MERRIMACK,200315,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
26,3,2020,,HILLSBOROUGH,,,MILFORD,200362,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
15,4,2020,,HILLSBOROUGH,,,MILFORD,200435,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
16,4,2020,,HILLSBOROUGH,,,MILFORD,200450,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
29,5,2020,,HILLSBOROUGH,,,MILFORD,200652,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
6,8,2020,,HILLSBOROUGH,,,MILFORD,200277,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
14,9,2020,,HILLSBOROUGH,,,MILFORD,200253,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
29,10,2020,,HILLSBOROUGH,,,MILFORD,200116,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
23,4,2020,,STRAFFORD,,,MILTON MILLS,200475,YES,NO,"nan,MILTON MILLS,STRAFFORD, USA",43.4993766,-70.9636827
21,4,2020,,CARROLL,,,MIRROR LAKE,200465,YES,NO,"nan,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
3,6,2020,,CARROLL,,,MIRROR LAKE,200685,YES,NO,"nan,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
22,5,2020,,HILLSBOROUGH,,,MONT VERNON,200617,YES,NO,"nan,MONT VERNON,HILLSBOROUGH, USA",42.91863,-71.66162
22,5,2020,,HILLSBOROUGH,,,MONT VERNON,200621,YES,NO,"nan,MONT VERNON,HILLSBOROUGH, USA",42.91863,-71.66162
24,11,2020,,HILLSBOROUGH,,,MONT VERNON,200022,YES,NO,"nan,MONT VERNON,HILLSBOROUGH, USA",42.91863,-71.66162
23,4,2020,,CARROLL,,,MOULTONBOROUGH,200474,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
30,6,2020,,CARROLL,,,MOULTONBOROUGH,200743,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
30,7,2020,,CARROLL,,,MOULTONBOROUGH,200291,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
18,8,2020,,CARROLL,,,MOULTONBOROUGH,200268,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
2,11,2020,,CARROLL,,,MOULTONBOROUGH,200096,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
3,4,2020,,HILLSBOROUGH,,,NASHUA,200379,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
7,4,2020,,HILLSBOROUGH,,,NASHUA,200393,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
22,4,2020,,HILLSBOROUGH,,,NASHUA,200471,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
12,5,2020,,HILLSBOROUGH,,,NASHUA,200553,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
25,5,2020,,HILLSBOROUGH,,,NASHUA,200626,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
29,5,2020,,HILLSBOROUGH,,,NASHUA,200647,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
24,6,2020,,HILLSBOROUGH,,,NASHUA,200723,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
9,7,2020,,HILLSBOROUGH,,,NASHUA,200313,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
2,11,2020,,HILLSBOROUGH,,,NASHUA,200102,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
13,11,2020,,HILLSBOROUGH,,,NASHUA,200069,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
13,11,2020,,HILLSBOROUGH,,,NASHUA,200060,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
17,11,2020,,HILLSBOROUGH,,,NASHUA,200049,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
4,12,2020,,HILLSBOROUGH,,,NASHUA,200005,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
20,3,2020,,HILLSBOROUGH,,,NEW BOSTON,200347,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
6,5,2020,,HILLSBOROUGH,,,NEW BOSTON,200527,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
6,5,2020,,HILLSBOROUGH,,,NEW BOSTON,200528,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
2,6,2020,,HILLSBOROUGH,,,NEW BOSTON,200676,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
2,11,2020,,HILLSBOROUGH,,,NEW BOSTON,200108,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
6,4,2020,,STRAFFORD,,,NEW DURHAM,200382,YES,NO,"nan,NEW DURHAM,STRAFFORD, USA",43.425799,-71.154343
16,7,2020,,STRAFFORD,,,NEW DURHAM,200305,YES,NO,"nan,NEW DURHAM,STRAFFORD, USA",43.425799,-71.154343
16,10,2020,,STRAFFORD,,,NEW DURHAM,200197,YES,NO,"nan,NEW DURHAM,STRAFFORD, USA",43.425799,-71.154343
6,4,2020,,HILLSBOROUGH,,,NEW IPSWICH,200385,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
21,5,2020,,HILLSBOROUGH,,,NEW IPSWICH,200612,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
30,5,2020,,HILLSBOROUGH,,,NEW IPSWICH,200661,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
5,6,2020,,HILLSBOROUGH,,,NEW IPSWICH,200700,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
5,6,2020,,HILLSBOROUGH,,,NEW IPSWICH,200701,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
2,7,2020,,HILLSBOROUGH,,,NEW IPSWICH,200323,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
13,7,2020,,HILLSBOROUGH,,,NEW IPSWICH,200311,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
24,8,2020,,HILLSBOROUGH,,,NEW IPSWICH,200266,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
23,9,2020,,HILLSBOROUGH,,,NEW IPSWICH,200243,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
29,5,2020,,MERRIMACK,,,NEW LONDON,200653,YES,NO,"nan,NEW LONDON,MERRIMACK, USA",43.426751,-71.934275
2,6,2020,,MERRIMACK,,,NEW LONDON,200677,YES,NO,"nan,NEW LONDON,MERRIMACK, USA",43.426751,-71.934275
7,7,2020,,ROCKINGHAM,,,NEWFIELDS,200317,YES,NO,"nan,NEWFIELDS,ROCKINGHAM, USA",43.0355742,-70.9422214
5,8,2020,,ROCKINGHAM,,,NEWFIELDS,200280,YES,NO,"nan,NEWFIELDS,ROCKINGHAM, USA",43.0355742,-70.9422214
2,11,2020,,ROCKINGHAM,,,NEWFIELDS,200100,YES,NO,"nan,NEWFIELDS,ROCKINGHAM, USA",43.0355742,-70.9422214
23,4,2020,,ROCKINGHAM,,,NEWINGTON,200477,YES,NO,"nan,NEWINGTON,ROCKINGHAM, USA",43.083886,-70.8442657
27,10,2020,,ROCKINGHAM,,,NEWMARKET,200149,YES,NO,"nan,NEWMARKET,ROCKINGHAM, USA",43.0796182,-70.9357843
14,4,2020,,ROCKINGHAM,,,NEWTON,200423,YES,NO,"nan,NEWTON,ROCKINGHAM, USA",42.8695335,-71.0345018
17,11,2020,,ROCKINGHAM,,,NEWTON,200047,YES,NO,"nan,NEWTON,ROCKINGHAM, USA",42.8695335,-71.0345018
15,5,2020,,CARROLL,,,NORTH CONWAY,200573,YES,NO,"nan,NORTH CONWAY,CARROLL, USA",44.04215,-71.126169
29,5,2020,,CARROLL,,,NORTH CONWAY,200646,YES,NO,"nan,NORTH CONWAY,CARROLL, USA",44.04215,-71.126169
26,6,2020,,CARROLL,,,NORTH CONWAY,200733,YES,NO,"nan,NORTH CONWAY,CARROLL, USA",44.04215,-71.126169
15,10,2020,,CARROLL,,,NORTH CONWAY,200217,YES,NO,"nan,NORTH CONWAY,CARROLL, USA",44.04215,-71.126169
24,4,2020,,ROCKINGHAM,,,NOTTINGHAM,200483,YES,NO,"nan,NOTTINGHAM,ROCKINGHAM, USA",43.083811,-71.151903
27,10,2020,,ROCKINGHAM,,,NOTTINGHAM,200152,YES,NO,"nan,NOTTINGHAM,ROCKINGHAM, USA",43.083811,-71.151903
4,12,2020,,ROCKINGHAM,,,NOTTINGHAM,200001,YES,NO,"nan,NOTTINGHAM,ROCKINGHAM, USA",43.083811,-71.151903
13,2,2020,,CARROLL,,,OSSIPEE,200328,YES,NO,"nan,OSSIPEE,CARROLL, USA",43.7550521,-71.1528533
12,5,2020,,CARROLL,,,OSSIPEE,200555,YES,NO,"nan,OSSIPEE,CARROLL, USA",43.7550521,-71.1528533
20,3,2020,,HILLSBOROUGH,,,PELHAM,200348,YES,NO,"nan,PELHAM,HILLSBOROUGH, USA",42.7340023,-71.3232374
9,4,2020,,HILLSBOROUGH,,,PELHAM,200402,YES,NO,"nan,PELHAM,HILLSBOROUGH, USA",42.7340023,-71.3232374
25,5,2020,,HILLSBOROUGH,,,PELHAM,200625,YES,NO,"nan,PELHAM,HILLSBOROUGH, USA",42.7340023,-71.3232374
3,6,2020,,HILLSBOROUGH,,,PELHAM,200679,YES,NO,"nan,PELHAM,HILLSBOROUGH, USA",42.7340023,-71.3232374
4,6,2020,,HILLSBOROUGH,,,PELHAM,200693,YES,NO,"nan,PELHAM,HILLSBOROUGH, USA",42.7340023,-71.3232374
21,7,2020,,HILLSBOROUGH,,,PELHAM,200333,YES,NO,"nan,PELHAM,HILLSBOROUGH, USA",42.7340023,-71.3232374
10,11,2020,,HILLSBOROUGH,,,PELHAM,200079,YES,NO,"nan,PELHAM,HILLSBOROUGH, USA",42.7340023,-71.3232374
4,8,2020,,MERRIMACK,,,PEMBROKE,200282,YES,NO,"nan,PEMBROKE,MERRIMACK, USA",43.159779,-71.468206
19,3,2020,,HILLSBOROUGH,,,PETERBOROUGH,200344,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
10,4,2020,,HILLSBOROUGH,,,PETERBOROUGH,200407,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
21,4,2020,,HILLSBOROUGH,,,PETERBOROUGH,200460,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
29,5,2020,,HILLSBOROUGH,,,PETERBOROUGH,200645,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
2,6,2020,,HILLSBOROUGH,,,PETERBOROUGH,200673,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
5,6,2020,,HILLSBOROUGH,,,PETERBOROUGH,200702,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
29,6,2020,,HILLSBOROUGH,,,PETERBOROUGH,200739,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
6,8,2020,,HILLSBOROUGH,,,PETERBOROUGH,200278,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
20,8,2020,,HILLSBOROUGH,,,PETERBOROUGH,200267,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
30,9,2020,,HILLSBOROUGH,,,PETERBOROUGH,200240,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
2,11,2020,,HILLSBOROUGH,,,PETERBOROUGH,200098,YES,NO,"nan,PETERBOROUGH,HILLSBOROUGH, USA",42.8776166,-71.949383
14,5,2020,,SULLIVAN,,,PLAINFIELD,20200070,YES,NO,"nan,PLAINFIELD,SULLIVAN, USA",43.521929,-72.292473
4,6,2020,,SULLIVAN,,,PLAINFIELD,20200297,YES,NO,"nan,PLAINFIELD,SULLIVAN, USA",43.521929,-72.292473
12,8,2020,,ROCKINGHAM,,,PLAISTOW,200272,YES,NO,"nan,PLAISTOW,ROCKINGHAM, USA",42.8364781,-71.0947805
2,9,2020,,ROCKINGHAM,,,PLAISTOW,200258,YES,NO,"nan,PLAISTOW,ROCKINGHAM, USA",42.8364781,-71.0947805
20,11,2020,,ROCKINGHAM,,,PLAISTOW,200030,YES,NO,"nan,PLAISTOW,ROCKINGHAM, USA",42.8364781,-71.0947805
16,4,2020,,ROCKINGHAM,,,PORTSMOUTH,200444,YES,NO,"nan,PORTSMOUTH,ROCKINGHAM, USA",43.0751306,-70.7601826
6,5,2020,,ROCKINGHAM,,,PORTSMOUTH,200523,YES,NO,"nan,PORTSMOUTH,ROCKINGHAM, USA",43.0751306,-70.7601826
28,5,2020,,ROCKINGHAM,,,PORTSMOUTH,200640,YES,NO,"nan,PORTSMOUTH,ROCKINGHAM, USA",43.0751306,-70.7601826
23,10,2020,,ROCKINGHAM,,,PORTSMOUTH,200166,YES,NO,"nan,PORTSMOUTH,ROCKINGHAM, USA",43.0751306,-70.7601826
17,4,2020,,ROCKINGHAM,,,RAYMOND,200457,YES,NO,"nan,RAYMOND,ROCKINGHAM, USA",43.0444,-71.2225
4,11,2020,,ROCKINGHAM,,,RAYMOND,200094,YES,NO,"nan,RAYMOND,ROCKINGHAM, USA",43.0444,-71.2225
11,6,2020,,CHESHIRE,,,RICHMOND,200718,YES,NO,"nan,RICHMOND,CHESHIRE, USA",42.7708716,-72.2806512
27,11,2020,,CHESHIRE,,,RICHMOND,200015,YES,NO,"nan,RICHMOND,CHESHIRE, USA",42.7708716,-72.2806512
20,3,2020,,CHESHIRE,,,RINDGE,200351,YES,NO,"nan,RINDGE,CHESHIRE, USA",42.7511964,-72.0098021
6,4,2020,,CHESHIRE,,,RINDGE,200390,YES,NO,"nan,RINDGE,CHESHIRE, USA",42.7511964,-72.0098021
15,4,2020,,CHESHIRE,,,RINDGE,200432,YES,NO,"nan,RINDGE,CHESHIRE, USA",42.7511964,-72.0098021
19,5,2020,,CHESHIRE,,,RINDGE,200592,YES,NO,"nan,RINDGE,CHESHIRE, USA",42.7511964,-72.0098021
27,5,2020,,CHESHIRE,,,RINDGE,200635,YES,NO,"nan,RINDGE,CHESHIRE, USA",42.7511964,-72.0098021
4,6,2020,,CHESHIRE,,,RINDGE,200695,YES,NO,"nan,RINDGE,CHESHIRE, USA",42.7511964,-72.0098021
21,7,2020,,CHESHIRE,,,RINDGE,200303,YES,NO,"nan,RINDGE,CHESHIRE, USA",42.7511964,-72.0098021
17,9,2020,,CHESHIRE,,,RINDGE,200248,YES,NO,"nan,RINDGE,CHESHIRE, USA",42.7511964,-72.0098021
7,5,2020,,STRAFFORD,,,ROCHESTER,200535,YES,NO,"nan,ROCHESTER,STRAFFORD, USA",43.254005,-70.958862
5,10,2020,,STRAFFORD,,,ROCHESTER,200236,YES,NO,"nan,ROCHESTER,STRAFFORD, USA",43.254005,-70.958862
22,9,2020,,STRAFFORD,,,ROLLINSFORD,200245,YES,NO,"nan,ROLLINSFORD,STRAFFORD, USA",42.7511964,-72.0098021
22,9,2020,,STRAFFORD,,,ROLLINSFORD,200246,YES,NO,"nan,ROLLINSFORD,STRAFFORD, USA",42.7511964,-72.0098021
30,10,2020,,STRAFFORD,,,ROLLINSFORD,200113,YES,NO,"nan,ROLLINSFORD,STRAFFORD, USA",42.7511964,-72.0098021
23,10,2020,,CHESHIRE,,,ROXBURY,200165,YES,NO,"nan,ROXBURY,CHESHIRE, USA",42.9543875,-72.1955321
9,6,2020,,ROCKINGHAM,,,RYE,200716,YES,NO,"nan,RYE,ROCKINGHAM, USA",43.0120186,-70.7719426
15,4,2020,,ROCKINGHAM,,,SALEM,200433,YES,NO,"nan,SALEM,ROCKINGHAM, USA",42.7884957,-71.2009035
15,10,2020,,ROCKINGHAM,,,SALEM,200210,YES,NO,"nan,SALEM,ROCKINGHAM, USA",42.7884957,-71.2009035
7,5,2020,,BELKNAP,,,SANBORNTON,200536,YES,NO,"nan,SANBORNTON,BELKNAP, USA",43.533809,-71.536375
24,2,2020,,CARROLL,,,SANBORNVILLE,200336,YES,NO,"nan,SANBORNVILLE,CARROLL, USA",43.5539309,-71.0304858
16,4,2020,,CARROLL,,,SANDWICH,200451,YES,NO,"nan,SANDWICH,CARROLL, USA",43.792311,-71.515374
15,5,2020,,CARROLL,,,SANDWICH,200572,YES,NO,"nan,SANDWICH,CARROLL, USA",43.792311,-71.515374
15,5,2020,,CARROLL,,,SANDWICH,200581,YES,NO,"nan,SANDWICH,CARROLL, USA",43.792311,-71.515374
1,7,2020,,CARROLL,,,SANDWICH,200325,YES,NO,"nan,SANDWICH,CARROLL, USA",43.792311,-71.515374
4,8,2020,,CARROLL,,,SANDWICH,200283,YES,NO,"nan,SANDWICH,CARROLL, USA",43.792311,-71.515374
2,7,2020,,HILLSBOROUGH,,,SHARON,200324,YES,NO,"nan,SHARON,HILLSBOROUGH, USA",42.8131405,-71.9156337
5,10,2020,,HILLSBOROUGH,,,SHARON,200238,YES,NO,"nan,SHARON,HILLSBOROUGH, USA",42.8131405,-71.9156337
13,10,2020,,SULLIVAN,,,SPRINGFIELD,200222,YES,NO,"nan,SPRINGFIELD,SULLIVAN, USA",43.443757,-72.061316
4,5,2020,,CHESHIRE,,,STODDARD,200513,YES,NO,"nan,STODDARD,CHESHIRE, USA",43.11168672,-72.07739539
8,4,2020,,STRAFFORD,,,STRAFFORD,200398,YES,NO,"nan,STRAFFORD,STRAFFORD, USA",43.327176,-71.18454
2,7,2020,,ROCKINGHAM,,,STRATHAM,200321,YES,NO,"nan,STRATHAM,ROCKINGHAM, USA",43.0244129,-70.9122808
17,11,2020,,ROCKINGHAM,,,STRATHAM,200048,YES,NO,"nan,STRATHAM,ROCKINGHAM, USA",43.0244129,-70.9122808
